place,id
Agra ,18947
Chifeng ,13000
Papua ,2
Kogi ,402
DURBAN ,63413
Lianyungang ,12763
Zamfara ,648
Luzhou ,12648
Donets'k ,2789
Yibin ,12830
Lakhimpur Kheri ,18993
Kebbi ,644
Guigang ,8873
Bali ,898
Azamgarh ,18954
Kalimantan Timur ,784
Maricopa ,43208
New Taipei ,35000
New Taipei ,1100
Queensland ,3287
Phoenix ,63110
DarÂ esÂ Salaam ,63463
Kabul ,3076
Zhaoqing ,8826
Saran ,19374
Detroit ,56726
New Zealand ,81
Luanda ,63942
Haora ,19394
Enugu ,400
Zhengzhou ,54671
Croatia ,2324
Rostov ,2782
Gorakhpur ,18979
Grand Casablanca ,3013
Sverdlovsk ,2701
Handan ,54297
Malappuram ,19619
Plateau ,406
Asyut ,3188
Edo ,199
Roma ,22875
City of Cape Town ,43463
Zinder ,474
Vaishali ,19380
Viluppuram ,19971
Fuzhou ,8840
Oaxaca ,1364
Jodhpur ,20297
Barabanki ,18960
