place,id
Nice ,51682
Pratapgarh ,19005
Baise ,8869
Indore ,19891
Glasgow ,44198
Almaty ,3082
Meerut ,19000
Changchun ,49732
Nagaur ,20298
Deyang ,12823
Bekasi ,19047
Jambi ,1090
Siwan ,19378
Wielkopolskie ,2163
Datong ,13006
Sitamarhi ,19377
Ballia ,18957
Cavite ,960
San Juan ,60247
Baja California ,3273
CÃ³rdoba ,1655
Misraq Harerge ,13554
Fuzhou ,58903
Siping ,12808
Jinan ,54593
Coahuila ,3268
Changzhi ,12672
Hohhot ,13001
Semen Gondar ,13402
Accra ,63594
South Darfur ,484
Brasilia ,66479
Begusarai ,19348
Maharajganj ,18995
Hanzhong ,12736
Fortaleza ,67336
Zhongshan ,8867
Binzhou ,12771
Mato Grosso ,1609
Palghar ,19522
Chelyabinsk ,2745
Rio Grande do Norte ,1703
Jinzhong ,12673
MaÅ‚opolskie ,2614
Heyuan ,8821
Normandie ,1891
Koulikoro ,629
Tirunelveli ,19967
Thanh HÃ³a ,3831
Yulin ,13030
